wl,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44
0.77,0.032327672,5.354892108,0.144655345,4.667927073,3.107932068,3.433966034,3.703409091,0.091974026,1.98,0,1.8765,0.0149,2.3276,0.4405,3.7812,3.4207,3.0412,0.2815,2.97,0.369,3.611206353,0.021666049,4.0643,0.008058597,3.1793,3.9415,3.467235497,0.219541951,1.85950063,0.000341893,2.018168999,0,2.770154882,0.490565528,2.061135234,0,1.870052008,0.007269522,3.993425334,2.15E-06,3.336779646,-4.08E-07,1.710898143,0.001345794
0.775,0.033126551,5.393637717,0.146253102,4.711146402,3.11751861,3.438759305,3.699774194,0.090935484,1.98,0,1.8737,0.0151,2.3263,0.4387,3.7698,3.4098,3.0394,0.2792,2.97,0.3674,3.60574835,0.021644188,4.0541,0.006579995,3.192,3.9517,3.46699707,0.2179695,1.858869522,0.000336837,2.017733045,0,2.766375658,0.493649104,2.059759199,0,1.863973941,0.00665161,3.986190669,-3.55E-08,3.332300666,6.76E-09,1.70575,0.001231
0.78,0.033915187,5.431886588,0.147830375,4.753811637,3.126982249,3.443491124,3.696185897,0.089910256,1.98,0,1.871,0.0153,2.325,0.4369,3.7564,3.398,3.0371,0.2758,2.97,0.3657,3.600629092,0.021679621,4.0435,0.005023016,3.2046,3.9619,3.466893586,0.216475483,1.858241801,0.000331641,2.017299977,0,2.761965645,0.496884439,2.058605967,0,1.857844835,0.006030343,3.97919343,-1.24E-06,3.327946867,2.36E-07,1.700560921,0.001115604
0.785,0.034693778,5.469648212,0.149387555,4.795933366,3.136325331,3.448162665,3.692592357,0.088898089,1.98,0,1.8682,0.0155,2.3237,0.4352,3.7397,3.3849,3.0346,0.2717,2.97,0.364,3.595646692,0.021756002,4.0327,0.00346719,3.2172,3.9722,3.466683036,0.215022475,1.857693886,0.000327012,2.016922195,0,2.757135183,0.500396425,2.057655304,0,1.851663851,0.005405405,3.97242141,-1.52E-06,3.323713145,2.90E-07,1.695330342,0.000999554
0.79,0.035462512,5.50693184,0.150925024,4.837521908,3.145550146,3.452775073,3.688594937,0.087898734,1.98,0,1.8654,0.0156,2.3224,0.4334,3.72,3.371,3.0323,0.2673,2.97,0.3619,3.591194286,0.021535705,4.0224,0.002252553,3.2297,3.9823,3.466081126,0.213581082,1.857133134,0.000322166,2.016536258,0,2.752094613,0.504309958,2.056876818,0,1.845430088,0.004776459,3.965861668,-1.20E-06,3.319594651,2.29E-07,1.690057701,0.000882802
0.795,0.036221577,5.543746493,0.152443154,4.878587325,3.154658926,3.457329463,3.684735849,0.08691195,1.98,0,1.8626,0.0158,2.3212,0.4317,3.6979,3.3568,3.0307,0.2632,2.97,0.3594,3.58757488,0.020843069,4.0125,0.001275078,3.2422,3.9925,3.464803559,0.212121907,1.856515289,0.000316735,2.016111254,0,2.747043221,0.508749928,2.056240122,0,1.839142644,0.004143167,3.959501266,-5.90E-07,3.315586536,1.12E-07,1.68474244,0.000765301
0.8,0.036971154,5.580100962,0.153942308,4.919139423,3.163653846,3.461826923,3.6818125,0.0859375,1.9792,0,1.8598,0.016,2.32,0.43,3.6738,3.343,3.03,0.26,2.9712,0.3556,3.584240552,0.019697559,4.0034,0.000583386,3.2546,4.0026,3.462566042,0.210615559,1.855966084,0.000311675,2.015733361,0,2.742126803,0.513841143,2.055714825,0,1.832800619,0.003505192,3.953327263,9.83E-09,3.311683951,-1.87E-09,1.679384,0.000647
0.805,0.037711419,5.616003822,0.155422838,4.959187769,3.172537028,3.466268514,3.678913043,0.084975155,1.9758,0,1.857,0.0162,2.3188,0.4283,3.648,3.3302,3.0306,0.2576,2.9734,0.3508,3.580798207,0.01918983,3.9948,6.99E-05,3.267,4.0127,3.459084279,0.209032641,1.855453154,0.000307881,2.015381824,0,2.737474993,0.5196641,2.055270532,0,1.826403168,0.002862212,3.947327887,3.52E-07,3.307882304,-6.69E-08,1.673981812,0.000527855
0.81,0.038442545,5.651463438,0.15688509,4.99874169,3.181310541,3.470655271,3.67558642,0.084024691,1.9718,0,1.8542,0.0164,2.3177,0.4267,3.6212,3.3189,3.0322,0.2554,2.9763,0.3458,3.577286929,0.018987739,3.9862,0,3.2794,4.0228,3.454466247,0.207372136,1.854894547,0.000302739,2.014998507,0,2.733217424,0.526183367,2.054861245,0,1.819949659,0.002213956,3.941495766,4.51E-07,3.304177964,-8.58E-08,1.668535273,0.000407832
0.815,0.0391647,5.686487966,0.158329401,5.037810288,3.189976404,3.474988202,3.672300613,0.08308589,1.969,0,1.8514,0.0166,2.3166,0.425,3.5937,3.3098,3.0346,0.2536,2.9793,0.3411,3.574084209,0.01894824,3.9776,0,3.2917,4.0329,3.450486059,0.205753546,1.854402319,0.000298764,2.014662219,0,2.729479622,0.53334478,2.05439028,0,1.813439512,0.001560167,3.935824566,3.83E-07,3.300567528,-7.28E-08,1.663043774,0.000286898
0.82,0.039878049,5.721085366,0.159756098,5.076402439,3.198536585,3.479268293,3.66947561,0.081737805,1.9663,0,1.8485,0.0168,2.3155,0.4235,3.5661,3.3033,3.0377,0.2519,2.9821,0.3372,3.571438262,0.01914285,3.9697,0,3.3039,4.0429,3.449360107,0.204328368,1.85388918,0.000294793,2.014311217,0,2.726035308,0.541094177,2.053750681,0,1.806872144,0.000900586,3.930307951,2.23E-07,3.297047593,-4.24E-08,1.657506704,0.000165022
0.825,0.04,5.763931818,0.160631313,5.119616162,3.206313131,3.482525253,3.666727273,0.080363636,1.9638,0,1.8457,0.017,2.3144,0.4219,3.5386,3.3002,3.0412,0.2503,2.9854,0.3338,3.568937282,0.019144952,3.9622,0,3.3161,4.0529,3.453304786,0.203248098,1.853379007,0.00029068,2.013962349,0,2.722041614,0.549377393,2.052835492,0,1.800246975,0.000234955,3.924939587,4.64E-08,3.293614755,-8.83E-09,1.651923452,4.22E-05
0.83,0.04,5.808054217,0.161385542,5.163361446,3.213855422,3.485542169,3.661714859,0.076465863,1.9617,0,1.8428,0.0172,2.3134,0.4204,3.5112,3.3005,3.0449,0.2487,2.989,0.3306,3.56736,0.018608671,3.9622,0,3.3283,4.0629,3.46434523,0.202645548,1.852887516,0.000286661,2.013627157,0,2.716593326,0.558140265,2.051537757,0,1.793563412,-0.000436984,3.919713205,-7.57E-08,3.290265656,1.44E-08,1.646293407,-8.17E-05
